hospital,admissions,avg_billing
"and Powell, Gates Gray",1,8948.36
"and Rosales, Ray Valdez",1,29116.18
"and Smith, Russo Molina",1,39730.28
"Anderson and Medina, Sullivan",1,35041.03
and Sons Bonilla,1,7068.91
Tucker-Brown,1,9955.44
Ferguson-Cole,1,29672.11
Jones-Holden,1,13893.53
Simpson-Martinez,1,15383.27
LLC Buchanan,1,31267.51
Patrick-Levine,1,24186.81
"Jackson and Walker, Torres",1,41456.71
Mason-Taylor,1,15947.16
Vazquez-Smith,1,2495.74
"Valdez and Navarro York,",1,2051.37
Garcia-Jacobs,1,50288.99
Murphy-Reyes,1,2779.95
Holt-Barnes,1,37977.47
Mclaughlin LLC,1,2202.39
"and Thompson, Thornton Hester",1,37202.99
Mckinney-Cox,1,2236.59
"Stephens Holt and Thompson,",1,28950.05
"Benitez Johnson and Nelson,",1,11860.88
Arnold-Hurst,1,634.4
"Rogers Scott, Gross and",1,35201.54
"Tran Mcdonald and Anderson,",1,37086.17
"Simmons Richards, and Hopkins",1,43612.94
PLC Salinas,1,17243.71
Hampton-Ingram,1,47038.97
"Stout Dougherty, and Washington",1,-656.15
"Jenkins, and Cisneros Fischer",1,16873.36
"Wright Dickson and Smith,",1,28755.29
"Daniels Goodwin and Bennett,",1,2423.48
Ltd Shaw,1,5466.09
Macdonald and Sons,1,39148.18
Lopez-Torres,1,10645.76
Miller-Vargas,1,34201.34
Thompson-Walton,1,21365.52
"Alvarez Hayes Guzman, and",1,7221.3
"Kelly and Mendoza, Faulkner",1,29541.99
"and Brown Wood Montgomery,",1,29778.14
"Stevens, and Rogers Davis",1,40270.95
James-Sharp,1,30176.41
Sons and Hubbard,1,11919.06
Herman-Christian,1,7196.43
"Ruiz, and Baldwin Phelps",1,25629.44
Owen-Levy,1,19691.49
Orozco-Gutierrez,1,32454.34
Clark-Black,1,8941.43
"Smith Henry, Hill and",1,13212.28
LLC Powers,1,11090.04
Douglas-Brown,1,21998.19
Ltd Buck,1,10325.93
Lozano-Williams,1,34645.18
"Murphy and Johnson Montoya,",1,14990.98
Smith-Salinas,1,45833.17
"Salazar and Wilson, Edwards",1,32765.76
"and Bond Lamb Ramos,",1,49208.42
Morgan-Garrett,1,46270.56
"Olson Taylor and White,",1,43196.09
"Rodriguez, Crawford Warren and",1,6675.05
"Newton, Le and Hill",1,45699.55
"Hart Holt, and Brock",1,45641.09
"Mccarty, Mcbride and Ruiz",1,39368.41
"Williams and Russo, Suarez",1,21582.13
"Sherman, and Heath Ray",1,34980.94
Everett-Gross,1,39111.52
Gonzalez-Franklin,1,12192.84
"and Castillo Chavez, Hayden",1,45636.33
Wright-Carlson,1,12601.72
"Pollard, Marks Martinez and",1,23674.24
Owen-Lopez,1,21473.94
"Lopez and Peterson, Harvey",1,10396.02
PLC Haynes,1,4042.57
Wright-Arias,1,21861.19
"and Gonzalez Moreno Anderson,",1,48327.46
Richardson-Dean,1,42284.69
Graves-Shaffer,1,25791.78
"Rodriguez Roberson, and Harrison",1,33567.49
"Fox Murray and Johnson,",1,49365.65
"and Wall Mcclain Valdez,",1,19825.53
"and White, Pena Lane",1,24764.74
"Lawrence, Turner Best and",1,14885.12
"Hall Erickson Paul, and",1,33122.55
Jacobs-Pena,1,15603.04
Pruitt and Sons,1,24509.76
Norman-Pittman,1,28773.99
"and Nelson Graves, Clay",1,44706.15
"Schultz, Clark and Lowe",1,27078.9
"Davis and Haley, Collins",1,43167.42
"Foster, Berg and Holmes",1,27978.92
Bryant-Deleon,1,45922.63
Burgess-Dudley,1,13971.4
Mayo-Wise,1,43370.81
Russell-Bond,1,47142.32
Phelps-Phillips,1,8567.9
"and Taylor Lambert Herrera,",1,17400.27
LLC Weaver,1,13238.6
Bautista-Poole,1,49087.69
LLC Knox,1,20099.68
"Anderson Patel Sanders, and",1,17057.29
Banks-Quinn,1,40538.95
"Bryant Vang, and Smith",1,46843.37
Mason-Crawford,1,16604.59
Ltd Bates,1,33544.76
Bryant-Horn,1,45919.08
"Pena, and Miranda Walter",1,21593.01
"Miller, and Clark Williams",1,32078.83
"Miller Delgado and Williams,",1,22641.67
Bowman-Collins,1,9909.95
Conway Ltd,1,27236.05
PLC Brock,1,42688.93
Lynch-Miranda,1,32942.35
"Park, Allen and Lewis",1,30490.25
"and Johnson, Weber Olson",1,396.99
"Fox and Sanchez Brown,",1,16260.39
"Parker, Montgomery and Gibbs",1,35127.14
"Parks Price, Dorsey and",1,48055.89
"Garcia Hunt, and Wood",1,35319.45
Hurley-Webb,1,9232.34
Webb-Jones,1,4601.33
"Marsh Johnston, Weber and",1,32551.72
LLC Nunez,1,19854.44
"Ramirez Pope, Goodwin and",1,9272.05
"Mitchell Chapman, Johnson and",1,9856.1
Hull Ltd,1,46974.69
Hooper-Cross,1,31462.63
"and Davis Mcdonald Brown,",1,19075.51
Norris-Alexander,1,16164.9
White-Finley,1,8248.8
Sons and House,1,42941.77
Parker-Turner,1,31723.81
"Riley Chavez Myers, and",1,42216.09
"Stone and Jacobs, Reyes",1,21792.88
"Wood Dean, and Miller",1,35128.57
Hernandez-Rubio,1,21870.04
Jones-Austin,1,13229.12
Baker-Ortiz,1,41754.31
Gomez-Smith,1,10722.5
Sheppard-Livingston,1,28281.35
Inc Mercer,1,42510.69
Stark-Walker,1,43262.89
Carter-Bell,1,12662.91
"and Foster, Allen Valdez",1,18416.93
"Berry and Clark Shaw,",1,13244.48
Ltd Montes,1,41755.66
Thomas-Schneider,1,8267.94
"Woods and Myers, Smith",1,25706.75
Willis-Murphy,1,46633.78
"and Smith Dickerson Hart,",1,43520.2
Moore-Fields,1,12506.45
"Ramos Rodgers, Cannon and",1,33767.08
"Nunez, Hicks and Gibbs",1,24105.36
Goodman-Smith,1,4853.94
"Myers and Edwards Oconnor,",1,48761.41
"and Arellano, Caldwell Mathis",1,16696.43
"Obrien and George, Miller",1,40030.55
"and Hatfield Cobb Clark,",1,5355.41
Pennington-Mann,1,25083.99
Hall-Duran,1,49471.69
"and Fleming, Powell Bryant",1,17754.04
Mendoza-Ewing,1,2340.61
"Villarreal King, Esparza and",1,46060.03
Ltd Hoffman,1,34661.18
"Myers Walsh, Schultz and",1,16259.87
"Miles, Perkins and White",1,27625.34
"Nash, and Macias Levine",1,46598.93
Taylor-Beltran,1,5438.97
"Flowers, Kemp Anderson and",1,29255.24
Richmond-Mcdonald,1,34187.84
Bauer-Roberts,1,2407.05
Lee-Barnes,1,3739.08
Logan LLC,1,21517.86
Lloyd-Martin,1,16836.35
Sons Mueller and,1,2095.1
Bryant-Gill,1,22522.86
"and Stafford Johnson, Spears",1,47927.81
Inc Wilkerson,1,6274.24
"Winters, Blackburn Chandler and",1,27466.32
Cooper-Hancock,1,42754.98
Owen-Williams,1,38192.58
Wolf Group,1,17344.01
Aguilar-Guzman,1,37666.97
"Griffin, and Nguyen Mcknight",1,13759.1
Allen-Hernandez,1,48761.17
"Smith Brown and Grimes,",1,39030.0
"Krueger Manning Santiago, and",1,39382.43
Price-Vaughan,1,40354.42
"Decker Johnson Maxwell, and",1,2876.12
Glenn-Simmons,1,43633.71
Harding-Bush,1,38354.79
Group Ray,1,12826.09
Colon-Rowland,1,47410.97
"Petersen and Weaver, Smith",1,33543.53
Dennis-Pennington,1,20612.49
"Caldwell Smith Nielsen, and",1,20458.42
"Warren Martin, and Cox",1,13121.16
Liu-Chambers,1,36243.19
"Guerrero Carter Smith, and",1,47940.58
"Evans, Patel Payne and",1,28392.39
"Adams, and Johns Molina",1,47435.22
Hardy-Burch,1,24073.7
"Kramer and Gonzalez Lee,",1,25700.45
"and Johns, Reyes Esparza",1,16324.38
West-Cooper,1,3906.17
Sanders-Morrow,1,3485.54
"Edwards Taylor, Graham and",1,25900.52
"Jackson Prince, Burton and",1,1447.7
Sherman-Sullivan,1,23195.48
"Franklin and Johnson, Armstrong",1,34108.31
"Campbell Johnson Chambers, and",1,5781.51
Henderson-Cummings,1,20740.59
"Nash Watkins Hoover, and",1,9357.01
"and Kelley, Thomas Oconnor",1,2124.53
Rogers-Tucker,1,47750.7
"and Roberts Martinez, Ramirez",1,9038.46
Martinez-Olsen,1,4168.94
"Moran Stewart Lopez, and",1,893.4
Melton-Fry,1,16882.04
White-Black,1,34707.18
Bender-Alexander,1,1207.18
Hill-Aguilar,1,17648.76
Group Strickland,1,33402.19
Fitzgerald-Whitaker,1,11539.11
"and Edwards, Howard Rivera",1,44319.16
"Medina, Henderson and Henry",1,24992.41
"Thomas Allen Bradley, and",1,46787.52
"Kirby, Williams and Morton",1,29106.49
"Moses, Martin and Parker",1,28746.92
Wallace-Nelson,1,40138.69
Lee-Nielsen,1,23777.14
Clark-Hernandez,1,5730.45
"Murphy Jimenez, Gonzalez and",1,14340.58
LLC Flynn,1,33966.36
"Brown and Washington Sanchez,",1,42784.35
"and Smith Thomas, Lee",1,45056.98
Group Franklin,1,17831.08
Turner-Wallace,1,11760.88
"and Ford Price, Miller",1,28785.14
"Anderson, Smith and Chavez",1,1070.42
Newman and Sons,1,22837.96
Davis-Figueroa,1,10622.61
Hart-Fowler,1,36259.02
Dickerson Inc,1,7300.28
Short-Scott,1,44863.94
"and Guerrero, Lin Rodriguez",1,26447.36
Frank-Archer,1,35061.63
"Bell and Guerrero, Marshall",1,36192.62
"and Martin Rodgers, Delgado",1,27997.67
and Torres Sons,1,30934.11
Burns Sons and,1,46140.67
Garza-Andrews,1,47426.8
"Jones and Bauer Lester,",1,11120.62
"Hernandez, and Clark Herrera",1,11118.1
Hernandez-Santos,1,4761.01
"Fuller Jordan and Cisneros,",1,46456.79
Hunter-Lee,1,3169.51
"Williamson, Taylor Crawford and",1,5702.04
Simpson-Terrell,1,16948.66
Sons and Cole,1,28376.56
Smith-Stafford,1,45741.29
"Marks, and Vazquez Jenkins",1,34777.81
"Parsons, Hartman Martinez and",1,30437.0
"May, Mullins and Martin",1,43567.14
Juarez and Sons,1,21767.23
"Elliott Jones Hinton, and",1,26276.79
Carrillo-Price,1,16920.16
"and Glover Christensen, Jackson",1,41102.28
Lambert-Richardson,1,49125.38
Vazquez and Sons,1,15563.57
Nelson-Wilson,1,13661.06
Ross-Coleman,1,11908.08
Boyd-Diaz,1,48947.65
"and Ramirez Richards, Lyons",1,23079.89
Lane-Pitts,1,49948.99
Sons and Roth,1,22282.59
LLC Calhoun,1,48255.76
"and Thompson Brock, Castro",1,17983.82
Bruce-Lewis,1,536.76
Boyd Group,1,34975.9
Burns-Bennett,1,35909.69
"Holloway, Gonzales Wood and",1,29142.33
Pena-Golden,1,37149.07
"Moreno Barrera, Hicks and",1,40674.65
"Burke Cain, Price and",1,6476.42
Smith-Stevens,1,23792.39
Inc Cantu,1,11111.32
"James Harris and Morales,",1,42920.62
"Rose and Scott Holt,",1,25127.63
Haynes-Jordan,1,39924.32
Hurst-Goodwin,1,34920.45
"and Russo, Duncan Morris",1,45216.36
Arroyo-Nielsen,1,14491.14
"Morris, Roberts and Castillo",1,18496.19
"Hall Reed and Kaiser,",1,48796.76
Romero-Harris,1,23349.12
"and Howard Fischer Zimmerman,",1,4236.27
"and Gardner Nelson Livingston,",1,9421.16
"Hoover Shaffer Sloan, and",1,16937.1
Williams-Glenn,1,46284.33
"Johnson, Adams Waters and",1,31550.88
"and Payne Vincent Davis,",1,32349.32
Hill-Perez,1,11515.5
"Payne and Miles Mclaughlin,",1,4810.75
"Ramsey and Mccarthy Cox,",1,41502.28
"Farrell Cordova Lester, and",1,35315.36
"Grimes and Turner Turner,",1,24362.97
Lewis-Russell,1,36577.3
"and Moore, Johnson Curry",1,25615.89
Ltd Irwin,1,31174.65
Daniels-Guzman,1,30292.73
Blankenship-Payne,1,44542.73
Barrera-Woodard,1,31074.7
"Ferguson Lewis, Foster and",1,41187.34
"Miller Smith, and Anderson",1,10297.52
Montoya-Thomas,1,35225.39
George-Parrish,1,24674.47
"Martin, and Jacobs Roman",1,48421.12
Johnson-Bautista,1,16357.75
"Morgan Mcintosh, Payne and",1,12829.24
"Chen and Jones Reeves,",1,28056.24
"Higgins and Baker, Dalton",1,28892.64
Haas-Pollard,1,2870.73
"Moore, Miller and Rodriguez",1,45664.03
Sons Sloan and,1,25800.8
"Vargas, Martinez and Valdez",1,8310.31
Hicks-Dunn,1,32123.25
"Williams and Perez Crosby,",1,19793.99
"Green Mills, and Mays",1,48332.36
"Johnston, Williams Kim and",1,1486.98
Avila-Patel,1,25792.07
Diaz-Sanders,1,45464.87
"Christensen and Cummings Young,",1,22574.15
Stein-Dennis,1,11023.95
Chase-Adams,1,2353.38
"Brown Armstrong, and Lewis",1,35046.7
Tate-Miller,1,19155.28
PLC Rice,1,34056.62
Williams-Salazar,1,42739.44
"Boyd and Scott, Davidson",1,44208.17
Johnson-Watson,1,21747.57
Price-Clark,1,47842.3
"Kim and Ellis, Bennett",1,-600.5
Knapp-Gordon,1,44051.32
Arellano-Ritter,1,25427.62
"Walker, Cox Carrillo and",1,1261.83
"and Chase Mcknight, Campbell",1,22652.07
"Butler Barnes and Fox,",1,17955.44
Bentley Sons and,1,30685.42
Hicks Inc,1,8069.92
"Taylor, Lopez and Sheppard",1,29535.32
Vasquez Ltd,1,15860.16
"Wang Steele, and Boyd",1,4782.98
Burton-Howe,1,7271.66
"Smith Owens, Jackson and",1,48349.6
Mitchell-Green,1,11814.76
"Lawrence and Roman Cantu,",1,27975.82
Dodson Ltd,1,37084.96
Reid-Rivera,1,8417.38
Gibson-Russell,1,27518.05
Moreno-Jackson,1,3184.31
Miller-Vang,1,20846.84
"Davis and Pineda, Haynes",1,31920.92
"and Herring Rivera Newton,",1,25964.88
Reyes-Warren,1,40461.17
Yoder-Atkinson,1,4530.61
Miller-Payne,1,43255.19
Brady-Smith,1,23792.03
Townsend-Clarke,1,26026.32
Holder-Watson,1,11934.99
Clements-Grant,1,4328.12
Smith-Stewart,1,45821.27
"and Williams Hunt Wright,",1,20264.78
Armstrong-Allen,1,20884.19
Finley-Reyes,1,48941.62
LLC Proctor,1,17407.82
"Walker Berg, and Martin",1,33961.46
"Parker Jarvis, and Hicks",1,47090.53
Fox-Brennan,1,41700.45
"Oneill Davis and Watkins,",1,41165.48
"Cook Hughes and Payne,",1,3722.72
"Moreno Zavala, James and",1,37978.31
Sampson-Matthews,1,46870.61
"Cunningham Andrade and Butler,",1,46134.93
Hancock-Lewis,1,46268.73
"and Morris Mullins, Hernandez",1,44863.65
"Johnson Aguilar Hamilton, and",1,25894.01
Dawson-Baker,1,16660.53
Moss Ltd,1,49464.97
"Hernandez, and Taylor Smith",1,9715.94
"and Davis Blankenship Mcdowell,",1,38082.47
"Costa Delgado, Sanchez and",1,46008.87
"Hicks Hancock, and Williams",1,6726.46
Fox-Matthews,1,39918.9
Watson-Marshall,1,16146.83
"and Mccormick, Green Wallace",1,39901.67
Reynolds-Brandt,1,25814.9
"Vincent, Howell and Adams",1,50649.23
"Montgomery and Morris Morgan,",1,39355.43
"and Bailey Sawyer, Weiss",1,4508.97
Suarez Inc,1,40170.07
"Huang Greene Myers, and",1,15362.63
Harvey-Schmitt,1,43800.45
"and Townsend Daniels, Smith",1,46154.5
"Coleman, Johnson Ho and",1,22287.99
"and Armstrong, Blair Zimmerman",1,18466.86
"Anderson Watson Moody, and",1,14632.64
"and Ford Horton, Gregory",1,13631.93
"Daniels and Best Shaffer,",1,29967.93
"Miller and Ramirez, Allen",1,28531.22
"Conway Turner, and Pollard",1,7387.02
"and Turner Watkins Haynes,",1,39706.95
Bishop-Dawson,1,49946.5
Jones-Parks,1,22667.61
"and Mayo, Juarez Wade",1,11919.74
"and Smith Woods, Frost",1,41075.11
"and Johnson Spencer, Castillo",1,33566.02
and Barnett Sons,1,15900.19
"Williams Wood and Wallace,",1,17672.36
Crawford-Strong,1,26310.3
"Alvarado Mcmahon and Guerra,",1,4955.96
"Hood Cherry, Kelley and",1,48853.15
King-Russell,1,15099.43
Brown-Cisneros,1,22191.54
Gray-Norman,1,21626.86
Rogers-Goodwin,1,33204.85
Hernandez-Dorsey,1,5514.17
Villarreal-Cantu,1,25185.79
Hart-Butler,1,3385.93
"and Leonard, Fitzgerald Wells",1,42887.52
"Day and Stuart, Kelly",1,29218.95
Myers-Lloyd,1,40745.25
Cochran Ltd,1,43051.37
"Brock Elliott and Price,",1,41523.42
"Reynolds and Ewing, Jones",1,37456.67
Bauer-Cunningham,1,41972.98
"Johnson Beck Johnson, and",1,29367.94
Beck-Romero,1,33789.7
Stephens-Vasquez,1,17839.9
"King and Manning, Barron",1,43275.61
Short-Daniel,1,35420.35
Inc Velez,1,27237.91
"and Moore, Williams Edwards",1,46462.01
"and Carey Cox Oliver,",1,2811.38
"Smith Potter, and Stevens",1,13407.76
Hughes-Mcgrath,1,1037.26
"Anderson, and Young Wright",1,45221.07
Collier-Browning,1,31358.78
"Burns Peterson, and Johnson",1,32984.89
"and Patterson Baker Swanson,",1,17464.28
and Lucas Sons,1,31712.76
Hubbard-Shaw,1,15055.25
Perkins-Clark,1,3409.66
"Gonzalez Lee Dunn, and",1,14073.11
"and Duran Castaneda Sanders,",1,16568.23
Porter-Mccormick,1,4362.55
Willis-Morrison,1,46701.31
Gill-Snyder,1,35040.79
"Diaz, Lee and Hughes",1,26471.8
"Edwards King Cooper, and",1,34069.01
"Fernandez and Thompson Hernandez,",1,1149.09
"and Lawrence Medina Ellis,",1,32225.64
Finley-Peterson,1,23397.94
"Davis, and Michael Morrison",1,47837.38
Barry Group,1,22242.81
"Rocha Wilson, Russell and",1,22184.33
Sutton Ltd,1,8927.98
"Garrett Colon, Cole and",1,33982.27
"White, Moran Raymond and",1,17401.95
Collins-Fields,1,3110.26
Bell-Martinez,1,27119.13
Andrews-Calhoun,1,767.84
Woods LLC,1,15841.7
Allison-Bailey,1,34492.31
"Hale and Martinez Thomas,",1,28362.3
"Brown, and Delacruz Potter",1,25590.77
Hinton-Bridges,1,6782.9
"and Cooper Coleman, Hall",1,18718.78
"Williams Ramos, Wilson and",1,11407.53
"Castro Thompson, Chavez and",1,5318.29
Jennings-Thompson,1,10521.02
Ferguson-Hamilton,1,21400.97
and Sons Robbins,1,21976.2
Group Wise,1,40876.73
"Ochoa and Hall, Ramos",1,19717.68
"Lane Herrera Cruz, and",1,10361.18
Kerr-Jordan,1,46007.18
"Huff, and Boyd Moore",1,41453.29
"Richards, Watts Hudson and",1,45009.51
"Schneider and Allen, Wood",1,35186.55
"Castro Smith Haynes, and",1,6780.62
Powell-Baird,1,7547.33
"Riley Jenkins, and Gonzalez",1,15678.08
Lawson-Mcbride,1,9482.2
"Martin Thomas Cervantes, and",1,41233.86
"and Buchanan Campbell Malone,",1,23456.71
Bailey-Martinez,1,21943.91
Inc Sutton,1,45084.93
"Brooks, and Rodriguez Hodge",1,6022.93
"Jones Leon and Mathews,",1,4002.92
"Johnson and Gill Watson,",1,7875.26
"Johnson and Jackson Rogers,",1,6049.76
"Gray and Simpson Riley,",1,11107.02
Ray-English,1,41198.96
"Ramirez, Williams and Carroll",1,40959.17
Howard and Sons,1,1890.46
Ramirez-Gilbert,1,23425.2
"Hernandez Rogers and Vang,",1,37909.78
"and Fernandez, Wilson Morrison",1,32679.27
and May Sons,1,2207.03
"Floyd, and Johnson Miller",1,22579.84
"Klein Johnson and Lopez,",1,15192.49
Bauer-King,1,40307.35
Hunt-Foster,1,37594.01
Ellis-Noble,1,30873.93
Miller-Wagner,1,46066.22
"and Carter, Copeland Santos",1,38537.29
"Pacheco and Medina, Aguilar",1,7306.74
"and Campbell Kelly, Cooley",1,15619.94
"and Salinas, Harris Ray",1,25855.22
Collins-Hayden,1,43151.84
PLC Oconnor,1,41785.58
Group Wilkinson,1,20973.9
"Jones Watson Hall, and",1,3361.33
Robbins-Townsend,1,29347.54
Lewis-Griffith,1,37154.12
"and Wade, Rodriguez Acosta",1,47210.78
Carrillo-Jones,1,33726.9
Campbell-Bryant,1,17347.89
"Blackburn Weber and Carr,",1,15651.26
Frey Inc,1,43767.87
"Flores Flynn Miller, and",1,22464.76
"Pennington Harrison, and Harmon",1,48295.43
Group Malone,1,41904.9
White-Thomas,1,22025.07
"Hunter and Jones Evans,",1,7744.96
Price-Pierce,1,26738.43
Gonzalez-Torres,1,18556.39
"and Hudson, Kim Morris",1,45233.76
"Blake Humphrey and Matthews,",1,23155.51
"and Hudson Le, Carter",1,46465.41
"and Summers, Smith Saunders",1,17021.36
Juarez-Lewis,1,21823.29
Mccormick-Klein,1,12251.35
"Perez, and Galvan Estrada",1,33778.47
"York Turner, Harrison and",1,45329.19
Flynn Sons and,1,42288.02
Hart-Ferguson,1,3267.34
"Terry Preston and Moore,",1,29375.62
"Webb, Rodriguez and Williams",1,5417.4
"and Andrews, Flores Brady",1,32201.08
Murphy-Reeves,1,46690.94
Williams-Rosales,1,19105.02
Lawrence-Perkins,1,13380.21
Hill-Chambers,1,13058.03
Mckinney-Gardner,1,35722.31
"Hogan Jones, Jenkins and",1,13822.73
King-Murray,1,35079.69
Burke-Mcgee,1,2906.0
"and Hopkins Robinson, Warren",1,40576.11
"and Kelley Durham, Stevens",1,8207.71
Howard-Butler,1,28928.06
Hill-Thomas,1,4056.75
Bautista-Moore,1,15077.33
"Adams Navarro, Gomez and",1,44461.77
Evans-Anderson,1,35917.04
Kennedy-Willis,1,13272.76
"and Thompson, Mendez Hunter",1,28248.62
and Sons Huber,1,42510.37
Anderson-West,1,23581.76
PLC Nolan,1,20966.94
"and Miller, Stewart Palmer",1,31312.55
"and Gutierrez Pitts Hanna,",1,48737.6
Pena-Smith,1,24124.21
Sons Moon and,1,31318.77
"Schultz Santiago Walter, and",1,9137.21
Sons and Gould,1,27899.04
Hodge-Harris,1,15198.9
"Zhang, Wilson Beck and",1,45493.4
Bender Group,1,10964.98
Price-Wise,1,20893.6
"Moore and Williams, Lara",1,30569.85
Zimmerman-Castro,1,30162.41
"Watson and Anderson, Lutz",1,20090.04
PLC Vasquez,1,48552.82
Long-Nguyen,1,13550.96
"Johnson Dalton and Austin,",1,22508.39
"Brown Moore, Schultz and",1,33426.71
"and Franco Webb, Cole",1,28762.91
"and Wilkerson, Rogers Rodriguez",1,45704.52
Reynolds-Velasquez,1,9438.86
and Sons Kramer,1,34214.88
Stewart-Gibbs,1,38655.3
Lamb-Henry,1,19913.65
Sanders-Mueller,1,41311.74
"Acevedo Phillips Steele, and",1,12363.78
"Snow and Stafford Warren,",1,23556.56
Santos-Greene,1,21722.8
Barrett-Barron,1,32120.72
Strickland-Lane,1,39994.68
"Bennett, Leach and Jackson",1,21434.13
Ltd Mclean,1,18440.2
PLC Hancock,1,45850.05
Moore-Martinez,1,4938.1
Willis-Williams,1,35846.22
"and Barnes Cook Klein,",1,19111.36
"Johnston Perry Lewis, and",1,34624.5
"Blair, Martin Young and",1,14107.67
Webb-Cook,1,20445.72
"and Miller Davis, Oconnor",1,34639.17
"Harrison Bray, and Padilla",1,37778.91
Lopez-Alvarez,1,34324.04
"Ruiz Richmond, Martinez and",1,45362.07
"and Hunter, Young Price",1,16579.79
Ramos-Jensen,1,6349.88
Valenzuela-Maldonado,1,23357.57
"Graham, Prince and Ward",1,6234.93
Davis-Carlson,1,38684.68
LLC Mahoney,1,38223.06
"and Rasmussen King Davis,",1,16782.78
Mack Sons and,1,47524.32
"Montes Mata and Young,",1,23676.15
"May Curry Gonzales, and",1,4356.96
"and Zuniga Davis Carlson,",1,42867.04
Jones-Mcdaniel,1,43312.04
"and Medina Rhodes, Griffin",1,21931.73
"Daniel, Trujillo and Gonzalez",1,50290.21
Bennett-Cooper,1,22955.12
Group Craig,1,37878.93
"Rodgers Wood and Tyler,",1,37611.79
"and Martinez Johnson Michael,",1,1782.99
"Stephens, and Tucker Turner",1,33767.66
"Huffman Hall Orozco, and",1,22982.25
"and Thompson Moore, Torres",1,41443.68
PLC Reese,1,9959.98
Hays Inc,1,2748.55
"Gray, and Carr Martin",1,37349.15
Diaz-Huff,1,14092.51
Taylor-Villegas,1,23421.01
"and Thomas Foster Butler,",1,2413.5
"Boyer Perez Wilson, and",1,50935.83
Sons and Carroll,1,22886.98
Smith-Lucas,1,24478.56
Farmer-Martin,1,31475.16
Thompson-Tucker,1,47852.72
Valdez-Ellis,1,35587.62
"Hawkins, Tucker Smith and",1,49349.26
"Blevins, and Thomas Freeman",1,3582.42
Serrano-Robertson,1,38473.01
"Warren Jenkins and Jones,",1,36324.42
Wright-Barajas,1,27209.25
Luna-Avila,1,20128.05
"Wong, Lopez and Parsons",1,9719.79
"Davidson, and Powers Bradshaw",1,15160.35
"Mcconnell Hobbs, Frank and",1,9269.44
"and Gomez Jones Campbell,",1,9235.26
Pham-Bolton,1,21192.46
Lopez-Harrison,1,18551.06
"Walker Blake, and Hughes",1,11346.55
"Edwards, Irwin Lee and",1,34051.64
"and Jones, Mendoza Sims",1,7665.9
"White Marquez and Mason,",1,25986.5
"and Pope, Weeks Patterson",1,17706.34
"Hunter Bennett, and Fletcher",1,44816.37
"Wallace, and Olson Jacobs",1,35597.9
Diaz-Simon,1,6423.86
"Diaz Humphrey, Gomez and",1,5699.51
Sons and Bolton,1,36786.06
"Gomez Holt, Carey and",1,5406.83
Butler-Holland,1,44351.4
Group Glass,1,44344.6
Johnson-Mueller,1,14774.98
Peters-Davis,1,27738.37
Gonzalez-Christensen,1,39042.05
"Travis, Brewer Wise and",1,38148.32
"Lopez and Mcfarland Webb,",1,31011.75
Gomez-Khan,1,6152.76
Cuevas-Alexander,1,33163.27
"Duffy Lucero and Williams,",1,9836.38
Horton-Simmons,1,34694.46
"Brown Calderon and Li,",1,27716.73
Huang and Sons,1,47219.7
Murray-Powell,1,20353.45
"Barker Campbell Miles, and",1,18916.67
"Anderson Solis, Spencer and",1,2200.48
Goodwin-Gutierrez,1,5937.45
"Jacobson Butler, and Garcia",1,35333.76
Fitzgerald-Paul,1,18839.91
Schultz-Hubbard,1,35133.73
Carrillo-Rodriguez,1,20160.35
Taylor-Paul,1,9351.69
"Lester and Woodard Yang,",1,48752.36
"and Soto, Stone Phillips",1,45545.57
"Rollins, Vaughn and Carter",1,38040.46
Vega-Mccormick,1,37898.39
"and Williams Hammond Hebert,",1,4690.0
"and Braun Clark, Jones",1,1892.58
"and Herrera, Cox Higgins",1,18877.61
"Fox Bryant and Richmond,",1,46606.88
"Carr Williams Perry, and",1,41233.45
"Jackson, and Barr Moses",1,27267.03
Lee-Fields,1,43200.86
"Potts Johnson and Carlson,",1,12566.31
Hogan Group,1,11790.39
"and Davis, Short Anderson",1,33038.84
"and Buchanan Moreno Pierce,",1,23201.14
Anderson-Brandt,1,33139.78
Parker-Castro,1,50870.17
"Harper, Crawford Pope and",1,3686.18
Riley-Scott,1,24750.8
"Wright, Perry Solomon and",1,20100.19
Wang Inc,1,10197.06
"and Schmidt Peters Ward,",1,47121.42
"and Rosales, Macdonald Hanson",1,-230.58
Moore-Crawford,1,28549.34
"Lee Wilkins and Ramirez,",1,35046.18
Ali-Baird,1,13936.98
"Jenkins, Banks Ramsey and",1,50116.56
Mckee-Johnson,1,32337.29
Wilson-Sims,1,4831.03
"Pacheco, Whitaker Rodriguez and",1,18859.38
Edwards and Sons,1,27847.43
"Campbell and Lam Fuentes,",1,39364.02
Keith Group,1,14397.21
Martin-Miles,1,25508.52
"and Adams Brown, Love",1,45136.98
"Soto and Bradford, Smith",1,35052.34
"Evans Griffin, and Taylor",1,33216.06
Marks-Miller,1,45262.29
Livingston-Garcia,1,16520.67
"Richard Jones, Roberson and",1,31815.29
"Gonzales and Franklin, Zimmerman",1,30906.62
"Estes and Garza, Carroll",1,-36.22
"Martinez Olson, Booker and",1,11473.1
"Martin, Carter Miller and",1,13886.29
"Parker, Lawson and Frank",1,49460.41
Ray-Hickman,1,39315.84
"and Manning Stephenson Jenkins,",1,29400.63
